,Reference,Name,Pronunciation,Image_Reference,Length,Type,Diet,Period,Area,Taxonomy,Named_By,Species,Teeth,Food,Movement,period_group,period_specific
50,https://www.nhm.ac.uk/discover/dino-directory/buitreraptor.html,Buitreraptor,bwee-tree-rap-tor,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Buitreraptor.jpg,1.3m,small theropod,carnivorous,"Late Cretaceous, 99-90 million years ago","England,Spain,United Kingdom","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptora, Dromaeosauridae, Unenlagiinae","Makovicky, ApesteguÃ­a & Agnolin (2005)",gonzalezorum,,,,Late Cretaceous, 99-90 million years ago
51,https://www.nhm.ac.uk/discover/dino-directory/camarasaurus.html,Camarasaurus,KAM-ar-a-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/camara.jpg,23.0m,sauropod,herbivorous,"Late Jurassic, 150-140 million years ago",USA,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Camarasauridae",Cope (1877),supremus,"chisel-like, sharp, snipping teeth",tough plant material,on 4 legs,Late Jurassic, 150-140 million years ago
52,https://www.nhm.ac.uk/discover/dino-directory/camptosaurus.html,Camptosaurus,KAMP-toe-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/campto.jpg,5.0m,euornithopod,herbivorous,"Late Jurassic, 155-145 million years ago","England,United Kingdom,USA","Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia",Marsh (1885),dispar,beak and grinding teeth,plants,on 2 or 4 legs,Late Jurassic, 155-145 million years ago
53,https://www.nhm.ac.uk/discover/dino-directory/carcharodontosaurus.html,Carcharodontosaurus,Kar-KAR-o-don-toe-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/carch.jpg,15.0m,large theropod,carnivorous,"Late Cretaceous, 98-94 million years ago","England,United Kingdom,USA","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Carnosauria, Allosauroidea, Carcharodontosauridae",Stromer (1931),saharicus,,,,Late Cretaceous, 98-94 million years ago
54,https://www.nhm.ac.uk/discover/dino-directory/carnotaurus.html,Carnotaurus,Kar-noh-TORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/carnoto.jpg,7.6m,large theropod,carnivorous,"Late Cretaceous, 70 million years ago","England,United Kingdom,USA","Dinosauria, Saurischia, Theropoda, Neotheropoda, Ceratosauria, Neoceratosauria, Abelisauridae",Bonaparte (1985),sastrei,,,,Late Cretaceous, 70 million years ago
55,https://www.nhm.ac.uk/discover/dino-directory/caudipteryx.html,Caudipteryx,caw-dip-ter-iks,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/caudip.jpg,1.0m,small theropod,omnivorous,"Late Cretaceous, 70 million years ago","England,United Kingdom,USA","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Oviraptorosauria, Caudipterygidae","Ji, Currie, Norell and Ji. (1998)",zoui,"sharp teeth that pointed outwards, at the front of the upper jaw only",,,Late Cretaceous, 70 million years ago
56,https://www.nhm.ac.uk/discover/dino-directory/cedarpelta.html,Cedarpelta,see-dar-pel-tuh,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Cedarpelta.jpg,10.0m,armoured dinosaur,herbivorous,"Early Cretaceous, 142-127 million years ago","England,United Kingdom,USA","Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Ankylosauridae","Carpenter, Kirkland, Burge and Bird (2001)",bilbeyhallorum,,,,Early Cretaceous, 142-127 million years ago
57,https://www.nhm.ac.uk/discover/dino-directory/centrosaurus.html,Centrosaurus,Cen-TROH-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/centro.jpg,6.0m,ceratopsian,herbivorous,"Late Cretaceous, 76-74 million years ago",Canada,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsidae, Centrosaurinae",apertus,,horny beak,tough plant material,on 4 legs,Late Cretaceous, 76-74 million years ago
58,https://www.nhm.ac.uk/discover/dino-directory/ceratosaurus.html,Ceratosaurus,Keh-RAT-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/cerato.jpg,6.0m,large theropod,carnivorous,"Late Jurassic, 150-144 million years ago",Canada,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Ceratosauria, Neoceratosauria",Marsh (1884),nasicornis,,,,Late Jurassic, 150-144 million years ago
59,https://www.nhm.ac.uk/discover/dino-directory/cetiosauriscus.html,Cetiosauriscus,see-tee-oh-SORE-is-kuss,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/cetios.jpg,15.0m,sauropod,herbivorous,"Mid Jurassic, 175-160 million years ago",Canada,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Diplodocoidea",von Huene (1927),stewarti,,,,Mid Jurassic, 175-160 million years ago
60,https://www.nhm.ac.uk/discover/dino-directory/cetiosaurus.html,Cetiosaurus,See-TEE-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/cetio.jpg,18.0m,sauropod,herbivorous,"Mid Jurassic, 170-160 million years ago",Canada,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Cetiosauridae",Phillips (1871),oxoniensis,,,,Mid Jurassic, 170-160 million years ago
61,https://www.nhm.ac.uk/discover/dino-directory/chaoyangsaurus.html,Chaoyangsaurus,chow-yahng-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Chaoyangsaurus.jpg,1.1m,ceratopsian,herbivorous,"Late Jurassic, 99-65 million years ago",Canada,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia","Zhao, Cheng and Xu (1999)",youngi,,,,Late Jurassic, 99-65 million years ago
62,https://www.nhm.ac.uk/discover/dino-directory/chasmosaurus.html,Chasmosaurus,KAZ-mo-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/chasmo.jpg,5.0m,ceratopsian,herbivorous,"Late Cretaceous, 76-74 million years ago",Canada,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsidae, Chasmosaurinae",belli,,horny beak,plant material,on 4 legs,Late Cretaceous, 76-74 million years ago
63,https://www.nhm.ac.uk/discover/dino-directory/chindesaurus.html,Chindesaurus,chin-dee-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Chindesaurus.jpg,4.0m,small theropod,carnivorous,"Late Triassic, 227-210 million years ago",Canada,"Dinosauria, Saurischia, Theropoda, Herrerasauridae",Long and Murry (1995),bryansmalli,,,,Late Triassic, 227-210 million years ago
64,https://www.nhm.ac.uk/discover/dino-directory/chinshakiangosaurus.html,Chinshakiangosaurus,jing-sha-kiang-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Chinshakiangosaurus.jpg,11.0m,sauropod,herbivorous,"Late Jurassic, 159-142 million years ago",Canada,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda",Yeh (1975),zhongheensis,,,,Late Jurassic, 159-142 million years ago
65,https://www.nhm.ac.uk/discover/dino-directory/chirostenotes.html,Chirostenotes,kie-ro-sten-oh-teez,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Chirostenotes.jpg,1.7m,small theropod,omnivorous,"Late Jurassic, 79-67 million years ago",Canada,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Oviraptorosauria, Caenagnathoidea, Caenagnathidae",Gilmore (1924),pergracilis,,,,Late Jurassic, 79-67 million years ago
66,https://www.nhm.ac.uk/discover/dino-directory/chubutisaurus.html,Chubutisaurus,choo-boot-i-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Chubutisaurus.jpg,23.0m,sauropod,herbivorous,"Early Cretaceous, 112-99 million years ago",Canada,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria",Corro (1974),insignis,,,,Early Cretaceous, 112-99 million years ago
67,https://www.nhm.ac.uk/discover/dino-directory/chungkingosaurus.html,Chungkingosaurus,chung-ching-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Chungkingosaurus.jpg,4.0m,armoured dinosaur,herbivorous,"Late Jurassic, 159-142 million years ago",Canada,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Stegosauria, Stegosauridae, Stegosaurinae","Dong, Zhou and Zhang (1983)",jiangbeiensis,,,,Late Jurassic, 159-142 million years ago
68,https://www.nhm.ac.uk/discover/dino-directory/citipati.html,Citipati,chit-i-puh-tih,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Citipati.jpg,2.1m,small theropod,omnivorous,"Late Cretaceous, 81-75 million years ago",Canada,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Oviraptorosauria, Caenagnathoidea, Oviraptoridae, Oviraptorinae","Clark, Norell and Barsbold (2001)",osmolskae,,,,Late Cretaceous, 81-75 million years ago
69,https://www.nhm.ac.uk/discover/dino-directory/coelophysis.html,Coelophysis,seel-OH-fie-sis,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/coelo.jpg,2.0m,small theropod,carnivorous,"Late Triassic, 225-190 million years ago","South Africa,USA,Zimbabwe","Dinosauria, Saurischia, Theropoda, Neotheropoda, Coelophysoidea, Coelophysidae",bauri,,small and sharp,vertebrates,on 2 legs,Late Triassic, 225-190 million years ago
70,https://www.nhm.ac.uk/discover/dino-directory/coelurus.html,Coelurus,seel-YEW-rus,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/coelurus.jpg,1.8m,small theropod,carnivorous,"Late Jurassic, 155-145 million years ago","South Africa,USA,Zimbabwe","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria",Marsh (1879),fragilis,,,,Late Jurassic, 155-145 million years ago
71,https://www.nhm.ac.uk/discover/dino-directory/coloradisaurus.html,Coloradisaurus,ko-lo-rahd-i-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Coloradisaurus.jpg,4.0m,sauropod,omnivorous,"Late Triassic, 221-210 million years ago","South Africa,USA,Zimbabwe","Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda, Plateosauria, Plateosauridae",Bonaparte (1978),brevis,,,,Late Triassic, 221-210 million years ago
72,https://www.nhm.ac.uk/discover/dino-directory/compsognathus.html,Compsognathus,Komp-sog-NATH-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Compsognathus.jpg,0.65m,small theropod,carnivorous,"Late Jurassic, 145-140 million years ago","France,Germany","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Compsognathidae",Wagner (1859),longipes,sharp,vertebrates,on 2 legs,Late Jurassic, 145-140 million years ago
73,https://www.nhm.ac.uk/discover/dino-directory/conchoraptor.html,Conchoraptor,kon-koh-rap-tor,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Conchoraptor.jpg,1.5m,small theropod,carnivorous,"Late Cretaceous, 81-76 million years ago","France,Germany","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Oviraptorosauria, Caenagnathoidea, Oviraptoridae, Ingeniinae",Barsbold (1986),gracilis,,,,Late Cretaceous, 81-76 million years ago
74,https://www.nhm.ac.uk/discover/dino-directory/confuciusornis.html,Confuciusornis,kon-few-shus-or-niss,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Confuciusornis.jpg,0.25m,small theropod,carnivorous,"Early Cretaceous, 127-121 million years ago","France,Germany","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptoria, Avialae, Ornithurae, Avibrevicauda, Pygostylia, Confuciusornithidae","Hou, Zhou, Gu and Zhang (1995)",sanctus,,,,Early Cretaceous, 127-121 million years ago
75,https://www.nhm.ac.uk/discover/dino-directory/corythosaurus.html,Corythosaurus,koh-rith-OH-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/coryth.jpg,10.0m,euornithopod,herbivorous,"Late Cretaceous, 76-74 million years ago","France,Germany","Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Lambeosaurinae",Brown (1914),casuarius,,,,Late Cretaceous, 76-74 million years ago
76,https://www.nhm.ac.uk/discover/dino-directory/cryolophosaurus.html,Cryolophosaurus,cry-o-loaf-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/cryolopho.jpg,8.0m,large theropod,carnivorous,"Early Jurassic, 170 million years ago",Antarctica,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Carnosauria",Hammer and Hickerson (1994),elliotti,many sharp and pointed teeth,other animals,on 2 legs,Early Jurassic, 170 million years ago
77,https://www.nhm.ac.uk/discover/dino-directory/dacentrurus.html,Dacentrurus,dah-sen-troo-russ,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/dacentr.jpg,6.0m,armoured dinosaur,herbivorous,"Late Jurassic, 154-150 million years ago",Antarctica,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Stegosauria, Stegosauridae",Lucas (1902),armatus,,,,Late Jurassic, 154-150 million years ago
78,https://www.nhm.ac.uk/discover/dino-directory/daspletosaurus.html,Daspletosaurus,da-PLEE-toe-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/daspelet.jpg,9.0m,large theropod,carnivorous,"Late Cretaceous, 76-74 million years ago",Antarctica,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Tyrannosauroidea, Tyrannosauridae, Tyrannosaurinae",Russell (1970),torosus,,,,Late Cretaceous, 76-74 million years ago
79,https://www.nhm.ac.uk/discover/dino-directory/datousaurus.html,Datousaurus,dah-too-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/datou.jpg,15.0m,sauropod,herbivorous,"Mid Jurassic, 170 million years ago",Antarctica,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda",Dong and Tang (1984),bashanensis,,,,Mid Jurassic, 170 million years ago
80,https://www.nhm.ac.uk/discover/dino-directory/deinocheirus.html,Deinocheirus,DINE-oh-KIRE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/deinoc.jpg,10.0m,large theropod,unknown,"Late Cretaceous, 70-65 million years ago",Antarctica,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Ornithomimosauria",OsmÃ³lska and Roniewicz (1970),mirificus,,,,Late Cretaceous, 70-65 million years ago
